Serial No,Item Name,Volume/Weight,Price (BDT),Discounted Price (BDT),Source URL
25,Pyrenol Tablet,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
26,Anadol 100 SR,100mg,170,153,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
27,Reset Plus,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
28,Lyca 75,75mg,150,135,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
29,Emprila,2.5%+2.5%,400,360,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
30,Paracetamol Extra,65mg+500mg,20,16,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
31,Emprila,2.5%+2.5%,400,360,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
32,Ketaride,500mg/ml,115,103.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
33,Tamen 100ml Syrup,120mg/5ml,50,45,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
34,Paracetamol Extra,65mg+500mg,20,16,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
35,Trd-Contin 100,100mg,301,270.90,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
36,Tamen 60ml,120mg/5ml,35,31.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
37,Xpa 500,500mg,12,10.80,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
38,Reset 60ml Syrup,120mg/5ml,35,31.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
39,Fast Plus,65mg+500mg,24,21.60,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
40,Utramal Retard 100,100mg,250,226.20,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
41,Fast XR,665mg,20,18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
42,Fast 500,500mg,12,10.80,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
43,Anadol 100 Suppository,100mg,100,90,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
44,Renova Max,1000mg,22.50,20.25,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
45,Trd-Contin 50,50mg,100,90,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
46,Renova Plus,65mg+500mg,25.10,22.59,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
47,Anadol,100mg/2ml,20.14,18.13,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
48,Cafedon,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
49,Xpa-C,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
50,Reset 100ml Syrup,120mg/5ml,50,45,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
51,Xcel Plus,65mg+500mg,23.50,21.15,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
52,Sinapol 500,500mg,12,10.80,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
53,Ketalar,50mg/ml,115.43,103.89,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
54,Z-Lidocaine Plus,20mg+0.005mg/ml,100,90,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
55,Raltrox 2,20mg/2ml,100.68,90.61,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
56,Winpain 50,50mg,75,67.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
57,Jasocaine-A 30ml,2%+0.0005%,65,58.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
58,Brexpa 1,1mg,150,135,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
59,Kain,50mg/ml,110,99,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
60,Jasocaine Spray 30ml,10%,300,270,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
61,Nalbun DS,20mg/1ml,100,90,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
62,Ace Duo,500mg+200mg,20.80,18.72,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
63,Brexpa 0.5,0.5mg,100,90,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
64,Xcel,120mg/5ml,35,31.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
65,Combogic 700,500mg+200mg,20.80,18.70,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
66,Premol Extra,65mg+500mg,15,13.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
67,Utramal Suppository,100mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
68,Pac,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
69,Xcel ER,665mg,20,18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
70,Utramal 50,50mg,85,76.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
71,Pofol IV Injection,10mg/ml,275,247.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
72,Panadol Extra,,,770,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
73,Paratam Extend,665mg,20,14,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
74,Utramal Injection,100mg/2ml,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
75,Pol,120mg/5ml,35,31.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
76,Panadol Cold+Flu Night Time,,980,882,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
77,Aceta,500mg,12.40,11.16,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
78,Pol PLUS,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
79,Sinapol 60ml,120mg/5ml,35,31.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
80,Tranal,100mg,15.06,13.55,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
81,Aceta,120mg/5ml,35,31.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
82,Hedex,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
83,Aceta Extend,665mg,20,18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
84,Nabulex,20mg/2ml,100.30,90.27,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
85,Tranal,50mg,75.50,67.95,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
86,Paracet Plus,65mg+500mg,20,18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
87,Windol 500,500mg,12,10.80,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
88,Kingdol 50,50mg,80,72,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
89,Cetam PLUS,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
90,Tylenol Pain Reliever Fever Reducer 100 Caplets,,1450,1288.76,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
91,Sinapol,120mg/5ml,50,45,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
92,Tylen Plus,65mg+500mg,250,225,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
93,Tranal,100mg/2ml,100.70,90.63,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
94,Duet,65mg+500mg,612,550.80,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
95,Tamino ER,665mg,20,18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
96,Renova Paediatric Drops 30ml,80mg/ml,30,27,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
97,Reset 30ml Pediatric Drops,,30,27,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
98,Tamino,500mg,12,10.80,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
99,Neostig,500mcg/ml,100,90,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
100,Vaspine,(5mg+80mg)/ml,160,144,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
101,Aceta X,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
102,Thioton,500mg,67,60.30,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
103,Jasocaine 1%,1%,23,20.91,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
104,Propofol Lipuro,10mg/ml,317,299.95,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
105,Neosuxa,100mg/2ml,17.25,15.53,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
106,Sivicaine Heavy,(5mg+80mg)/ml,30.11,27.24,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
107,Ultracaine Heavy,0.5%+8%,320,304,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
108,TPS IV,1gm,100.67,90.60,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
109,Tamino Plus,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
110,Nor Q,10mg/ml,280,252,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
111,Feva 500,500mg,12,10.80,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
112,Raltrox 1,10mg/ml,181.26,163.13,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
113,Enyl,500mg,12,10.80,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
114,Neos-R,500mcg/ml,8,7.20,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
115,Syndol,100mg/2ml,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
116,TPS IV,500mg,70.06,63.05,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
117,Feva One,1000mg,22.50,20.30,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
118,Act Plus,500mg,20,18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
119,Benalgin,120mg/5ml,35,31.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
120,Tamino,120mg/5ml,35,31.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
121,Depol Extra,65mg+500mg,20,18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
122,A-One Plus,65mg+500mg,24,21.60,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
123,Vencur,10mg/ml,280,252,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
124,Feva 60ml,120mg/5ml,35,31.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
125,Feva Extend,665mg,20,18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
126,Act,500mg,12,10.80,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
127,Benalgin Plus,65mg+500mg,30,27.10,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
128,Zerin 60ml,120mg/5ml,35,31.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
129,A-One XR,665mg,20,18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
130,Rocuron IV,1gm/100ml,300,270,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
131,Survec,10mg/ml,350,315,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
132,Feva Pediatric Drops,80mg/ml,20,18.09,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
133,Nalphin,20mg/2ml,100.30,91.17,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
134,Painil,500mg,32.50,30.81,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
135,Nerkein,5mg/ml,60,54.54,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
136,ATP EXTRA,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
137,Terrell,100ml,3000,2878.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
138,Dolorex,50mg,7.50,6.82,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
139,Nalbufin,10mg/ml,100,90.90,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
140,Caf-N,65mg+500mg,20,18.18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
141,Uforane 100ml,100%,3400,3090.60,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
142,Tramacap,50mg,7.50,6.82,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
143,Feva PLUS,65mg+500mg,25,22.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
144,Relaxtion,25mg/2.5ml,75,68.18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
145,Paret Plus,65mg+500mg,20,18.18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
146,Lucidol 100,100mg,15,13.64,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
147,Isoflow 100ml,100%,3400,3090.60,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
148,Opalgic,50mg,400,355.52,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
149,Tapenta,100mg,25,22.73,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
150,Pethidine-R,100mg/2ml,19.88,18.07,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
151,Temixil 10,10mg,100,90,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
152,Jasocaine 2%,2%,28.74,26.13,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
153,Cynta,50mg,14,13.01,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
154,Tapendol,50mg,12,10.91,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
155,Oratics,20%,40.12,36.47,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
156,Durogesic Transdermal,,650.03,590.88,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
157,Tramadol,50mg,6,5.45,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
158,Lopenta 100,100mg,25,22.73,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
159,Centradol ER,100mg,20,18.18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
160,Centradol 50,50mg,12,10.91,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
161,Lopenta 75,75mg,20,18.18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
162,Topican,2.5%+2.5%,130.49,119.80,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
163,Benylin Mucus Cough & Cold All In One Relief,,999.04,807.19,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
164,Tapenta,50mg,12,10.91,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
165,Bugesic,200mcg,,1,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
166,Pol,500mg,0.80,0.75,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
167,Centradol 75,75mg,17,15.45,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
168,Lopenta 50,50mg,14,12.73,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
169,Durogesic Transdermal,,1293.21,1175.53,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
170,Fentanyl,,200,181.80,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
171,Locaine Inj,2%,28.74,26.13,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
172,Topita 100 SR,100mg,25,22.73,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
173,Tapenta,75mg,17,15.45,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
174,Etomid,2mg/ml,150,137.71,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
175,Spino,(5mg+80mg)/ml,30,27.27,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
176,Asta PLUS,65mg+500mg,2,1.82,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
177,Jasocaine A,(5mcg+10mg)/ml,65,59.09,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
178,Bupi Heavy,(5mg+80mg)/ml,30,27.54,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
179,P + C,65mg+500mg,2.50,2.27,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
180,Ufol,10mg/ml,300,272.70,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
181,Halosin,1.87g/ml,1504,1367.14,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
182,Sevorane,,14325.45,13021.84,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
183,Ketmine,50mg/ml,400,363.60,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
184,Zerin,500mg,0.80,0.75,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
185,Calypsol,500mg,,0,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
186,Fevac,500mg,0.80,0.72,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
187,Pamix extra,65mg+500mg,2.50,2.27,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
188,Winpain,100mg/2ml,20,18.18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
189,Tapexia 75,75mg,17,15.45,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
190,Syndol,50mg,85,76.50,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
191,Suxa,100mg/2ml,,1,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
192,Tapendol,75mg,17,15.45,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
193,Para Fast,65mg+500mg,1.50,1.36,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
194,Lucidol 50,50mg,7.50,6.82,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
195,Prostig,500mcg/ml,8,7.27,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
196,G Lignocaine 2%,2%,27.60,25.09,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
197,Dola,500mg,0.80,0.75,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
198,Temol,500mg,8,7.27,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
199,Forane,100ml,3666,3332.39,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
200,ATP,120mg/5ml,20.62,18.75,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
201,Brexi 0.5,0.5mg,100,90.90,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
202,Pace,65mg+500mg,1.51,1.37,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
203,Bupi,5mg/ml,60.22,55.29,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
204,Tapexia 50,50mg,12,10.91,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
205,Tracrium,10mg/ml,144.59,131.43,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
206,Reladol,100mg/2ml,20,18.18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
207,Dolonil SR 100,100mg,25,22.73,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
208,Doloran 50,50mg,85.30,76.77,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
209,Halosin,1.87g/ml,1890.45,1718.42,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
210,Asta,120mg/5ml,18,16.36,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
211,Suxalax IM/IV,100mg/2ml,17,15.45,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
212,Temol Extra,65mg+500mg,2.50,2.27,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
213,Brexi 1,1mg,150,136.35,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
214,Paragesic-C,65mg+500mg,25,22.73,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
215,G-Bupivacaine Heavy,,30,27.27,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
216,Timidal,500mg,0.80,0.75,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
217,Lucidol,100mg/2ml,20,18.18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
218,Feverex,65mg+500mg,,1,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
219,Nova,500mg,0.80,0.75,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
220,Winpain ER,100mg,14,12.73,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
221,Tacs,65mg+500mg,1.90,1.73,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
222,Hepa,500mg,0.80,0.75,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
223,Pentothal Sodium,,,0,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
224,Jasocaine A,5mcg+20mg/ml,40.12,36.47,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
225,Relaxton,10mg/ml,75,68.18,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
226,Tamen,80mg/ml,14,12.73,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
227,Ease Plus,65mg+500mg,1.50,1.36,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
228,Cpmol plus,65mg+500mg,1.50,1.36,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
229,Atrium,25mg/2.5ml,80,72.72,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
230,Tramal Rtd,100mg,,0,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
231,Paracet,65mg+500mg,1.50,1.39,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
232,Flurane Inhalation,100ml,3000,2727,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
233,Dual,65mg+500mg,2.10,1.91,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
234,ATP,500mg,0.80,0.75,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
235,Cetal,120mg/5ml,20.63,18.76,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
236,BUPI Plain Inj,5mg/ml,60,55.09,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
237,Stopain,25mg,5,4.55,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
238,Relaxton,25mg/2.5ml,402.75,366.13,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
239,Doloran,100mg/2ml,40,37.57,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
240,Promel,500mg,0.53,0.48,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
241,Fea PLUS,65mg+500mg,2.51,2.28,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
242,Para,500mg,0.80,0.75,https://www.arogga.com/category/medicine/6568/anesthetics-neuromuscular-blocking
